#Step       Time (ps)  Kinetic (Eh)    Potential (Eh)        Total (Eh)     Temp. (K)    Restraint (Eh)
 548           0.0548    0.13968769      -15.62178793      -15.48210024        345.96        0.00000000
 549           0.0549    0.12305226      -15.62181816      -15.49876589        304.76        0.00000000
 550           0.0550    0.14357004      -15.62251460      -15.47894456        355.58        0.00000000
 551           0.0551    0.13494309      -15.62327620      -15.48833311        334.21        0.00000000
 552           0.0552    0.12083922      -15.62357178      -15.50273256        299.28        0.00000000
 553           0.0553    0.11231771      -15.62309529      -15.51077758        278.17        0.00000000
 554           0.0554    0.12091792      -15.62300441      -15.50208649        299.47        0.00000000
 555           0.0555    0.11223217      -15.62315635      -15.51092418        277.96        0.00000000
 556           0.0556    0.14524197      -15.62282121      -15.47757924        359.72        0.00000000
 557           0.0557    0.11237142      -15.62328670      -15.51091528        278.31        0.00000000
 558           0.0558    0.11757411      -15.62321741      -15.50564331        291.19        0.00000000
 559           0.0559    0.10071771      -15.62305148      -15.52233378        249.44        0.00000000
 560           0.0560    0.11653879      -15.62346474      -15.50692595        288.63        0.00000000
 561           0.0561    0.12920059      -15.62333922      -15.49413862        319.99        0.00000000
 562           0.0562    0.11221034      -15.62341530      -15.51120495        277.91        0.00000000
 563           0.0563    0.12597917      -15.62285312      -15.49687395        312.01        0.00000000
 564           0.0564    0.11366225      -15.62246963      -15.50880739        281.50        0.00000000
 565           0.0565    0.10359552      -15.62199633      -15.51840081        256.57        0.00000000
 566           0.0566    0.11697436      -15.62282448      -15.50585012        289.71        0.00000000
 567           0.0567    0.12398991      -15.62399932      -15.50000941        307.08        0.00000000
 568           0.0568    0.11885212      -15.62376336      -15.50491124        294.36        0.00000000
 569           0.0569    0.11674217      -15.62421317      -15.50747100        289.13        0.00000000
 570           0.0570    0.13360501      -15.62441829      -15.49081328        330.90        0.00000000
 571           0.0571    0.12141772      -15.62409077      -15.50267305        300.71        0.00000000
 572           0.0572    0.11991438      -15.62412133      -15.50420694        296.99        0.00000000
 573           0.0573    0.11070858      -15.62438215      -15.51367357        274.19        0.00000000
 574           0.0574    0.10796125      -15.62431065      -15.51634940        267.38        0.00000000
 575           0.0575    0.09980933      -15.62440165      -15.52459231        247.19        0.00000000
 576           0.0576    0.11106827      -15.62424468      -15.51317642        275.08        0.00000000
 577           0.0577    0.12583086      -15.62443052      -15.49859967        311.64        0.00000000
 578           0.0578    0.11060099      -15.62423249      -15.51363150        273.92        0.00000000
 579           0.0579    0.10415226      -15.62435453      -15.52020227        257.95        0.00000000
 580           0.0580    0.13772441      -15.62437434      -15.48664993        341.10        0.00000000
 581           0.0581    0.11860322      -15.62390066      -15.50529744        293.74        0.00000000
 582           0.0582    0.12038351      -15.62463207      -15.50424856        298.15        0.00000000
 583           0.0583    0.12259354      -15.62466489      -15.50207135        303.62        0.00000000
 584           0.0584    0.12892635      -15.62488409      -15.49595774        319.31        0.00000000
 585           0.0585    0.11846479      -15.62506980      -15.50660500        293.40        0.00000000
 586           0.0586    0.11805627      -15.62490689      -15.50685062        292.39        0.00000000
 587           0.0587    0.15774434      -15.62507180      -15.46732746        390.68        0.00000000
 588           0.0588    0.14474189      -15.62510164      -15.48035975        358.48        0.00000000
 589           0.0589    0.12909947      -15.62538538      -15.49628590        319.74        0.00000000
 590           0.0590    0.11090938      -15.62536275      -15.51445337        274.69        0.00000000
 591           0.0591    0.11076215      -15.62522864      -15.51446649        274.32        0.00000000
 592           0.0592    0.10926865      -15.62571774      -15.51644908        270.62        0.00000000
 593           0.0593    0.13788286      -15.62594420      -15.48806133        341.49        0.00000000
 594           0.0594    0.11998901      -15.62604689      -15.50605788        297.17        0.00000000
 595           0.0595    0.13360482      -15.62575642      -15.49215160        330.89        0.00000000
 596           0.0596    0.10395412      -15.62641842      -15.52246430        257.46        0.00000000
 597           0.0597    0.11474725      -15.62683567      -15.51208843        284.19        0.00000000
 598           0.0598    0.13558769      -15.62773515      -15.49214746        335.81        0.00000000
 599           0.0599    0.11336333      -15.62845081      -15.51508748        280.76        0.00000000
 600           0.0600    0.10156038      -15.62825509      -15.52669472        251.53        0.00000000
 601           0.0601    0.10625968      -15.62811711      -15.52185743        263.17        0.00000000
 602           0.0602    0.09556850      -15.62815931      -15.53259081        236.69        0.00000000
 603           0.0603    0.14022155      -15.62825075      -15.48802921        347.28        0.00000000
 604           0.0604    0.10923397      -15.62839076      -15.51915679        270.54        0.00000000
 605           0.0605    0.13488167      -15.62870658      -15.49382491        334.06        0.00000000
 606           0.0606    0.11705721      -15.62906320      -15.51200599        289.91        0.00000000
 607           0.0607    0.11929636      -15.62890394      -15.50960758        295.46        0.00000000
 608           0.0608    0.11203843      -15.62943675      -15.51739832        277.48        0.00000000
 609           0.0609    0.11492765      -15.62957906      -15.51465141        284.64        0.00000000
 610           0.0610    0.12838773      -15.62973391      -15.50134618        317.97        0.00000000
 611           0.0611    0.11708947      -15.62985461      -15.51276514        289.99        0.00000000
 612           0.0612    0.10271001      -15.62956138      -15.52685138        254.38        0.00000000
 613           0.0613    0.11803849      -15.62957710      -15.51153861        292.34        0.00000000
 614           0.0614    0.14088974      -15.62942272      -15.48853298        348.94        0.00000000
 615           0.0615    0.11480741      -15.62897201      -15.51416460        284.34        0.00000000
 616           0.0616    0.12149244      -15.62888694      -15.50739450        300.90        0.00000000
 617           0.0617    0.10477217      -15.62878491      -15.52401275        259.49        0.00000000
 618           0.0618    0.11324558      -15.62865617      -15.51541058        280.47        0.00000000
 619           0.0619    0.11261760      -15.62851630      -15.51589870        278.92        0.00000000
 620           0.0620    0.11920588      -15.62873329      -15.50952741        295.23        0.00000000
 621           0.0621    0.10134376      -15.62770481      -15.52636105        250.99        0.00000000
 622           0.0622    0.13299879      -15.62750386      -15.49450507        329.39        0.00000000
 623           0.0623    0.13354785      -15.62776883      -15.49422098        330.75        0.00000000
 624           0.0624    0.11265514      -15.62776976      -15.51511463        279.01        0.00000000
 625           0.0625    0.11346392      -15.62835775      -15.51489383        281.01        0.00000000
 626           0.0626    0.13010528      -15.62811933      -15.49801405        322.23        0.00000000
 627           0.0627    0.13255041      -15.62783322      -15.49528282        328.28        0.00000000
 628           0.0628    0.10152873      -15.62881644      -15.52728771        251.45        0.00000000
 629           0.0629    0.11224185      -15.62868250      -15.51644065        277.99        0.00000000
 630           0.0630    0.11869421      -15.62887256      -15.51017835        293.97        0.00000000
 631           0.0631    0.12890948      -15.62832392      -15.49941444        319.27        0.00000000
 632           0.0632    0.10305611      -15.62908646      -15.52603035        255.24        0.00000000
 633           0.0633    0.11370284      -15.62923736      -15.51553452        281.60        0.00000000
 634           0.0634    0.11386421      -15.62943362      -15.51556941        282.00        0.00000000
 635           0.0635    0.14777369      -15.62969226      -15.48191857        365.99        0.00000000
 636           0.0636    0.10445192      -15.62932214      -15.52487023        258.69        0.00000000
 637           0.0637    0.12441102      -15.62924094      -15.50482992        308.12        0.00000000
 638           0.0638    0.11126309      -15.62899682      -15.51773373        275.56        0.00000000
 639           0.0639    0.10620847      -15.62898743      -15.52277896        263.04        0.00000000
 640           0.0640    0.13926733      -15.62941375      -15.49014643        344.92        0.00000000
 641           0.0641    0.12312132      -15.62858461      -15.50546329        304.93        0.00000000
 642           0.0642    0.13055597      -15.62931241      -15.49875644        323.34        0.00000000
 643           0.0643    0.12484494      -15.63015368      -15.50530874        309.20        0.00000000
 644           0.0644    0.13601896      -15.63008177      -15.49406281        336.87        0.00000000
 645           0.0645    0.12584795      -15.62962052      -15.50377257        311.68        0.00000000
 646           0.0646    0.13937550      -15.62939109      -15.49001560        345.19        0.00000000
 647           0.0647    0.11554913      -15.62958181      -15.51403268        286.18        0.00000000
 648           0.0648    0.13899006      -15.62938967      -15.49039961        344.23        0.00000000
 649           0.0649    0.11520190      -15.62968199      -15.51448009        285.32        0.00000000
 650           0.0650    0.13485586      -15.63016125      -15.49530538        333.99        0.00000000
 651           0.0651    0.12438763      -15.63063014      -15.50624251        308.07        0.00000000
 652           0.0652    0.12723079      -15.63102003      -15.50378924        315.11        0.00000000
 653           0.0653    0.11523947      -15.63085344      -15.51561397        285.41        0.00000000
 654           0.0654    0.10941894      -15.63016377      -15.52074484        270.99        0.00000000
 655           0.0655    0.11407532      -15.62980031      -15.51572499        282.53        0.00000000
 656           0.0656    0.10570811      -15.62946030      -15.52375218        261.80        0.00000000
 657           0.0657    0.13000283      -15.62901131      -15.49900848        321.97        0.00000000
 658           0.0658    0.11183630      -15.62932001      -15.51748371        276.98        0.00000000
 659           0.0659    0.12054620      -15.62950020      -15.50895400        298.55        0.00000000
 660           0.0660    0.13583543      -15.62991905      -15.49408362        336.42        0.00000000
 661           0.0661    0.12334105      -15.63048670      -15.50714564        305.47        0.00000000
 662           0.0662    0.13079680      -15.63084682      -15.50005002        323.94        0.00000000
 663           0.0663    0.13021523      -15.63066161      -15.50044638        322.50        0.00000000
 664           0.0664    0.10668186      -15.63070253      -15.52402067        264.22        0.00000000
 665           0.0665    0.11191250      -15.63043197      -15.51851948        277.17        0.00000000
 666           0.0666    0.11891190      -15.63034710      -15.51143520        294.51        0.00000000
 667           0.0667    0.12572217      -15.63010150      -15.50437933        311.37        0.00000000
 668           0.0668    0.10441514      -15.62949004      -15.52507490        258.60        0.00000000
 669           0.0669    0.09103840      -15.62994699      -15.53890860        225.47        0.00000000
 670           0.0670    0.10750613      -15.62901653      -15.52151040        266.26        0.00000000
 671           0.0671    0.12656984      -15.62915619      -15.50258635        313.47        0.00000000
 672           0.0672    0.13194062      -15.62858955      -15.49664893        326.77        0.00000000
 673           0.0673    0.10731771      -15.62825083      -15.52093312        265.79        0.00000000
 674           0.0674    0.11800874      -15.62783789      -15.50982914        292.27        0.00000000
 675           0.0675    0.12333579      -15.62771135      -15.50437556        305.46        0.00000000
 676           0.0676    0.13665811      -15.62751857      -15.49086046        338.46        0.00000000
 677           0.0677    0.13934035      -15.62806161      -15.48872126        345.10        0.00000000
 678           0.0678    0.13465859      -15.62812857      -15.49346998        333.50        0.00000000
 679           0.0679    0.12175152      -15.62852649      -15.50677497        301.54        0.00000000
 680           0.0680    0.12021990      -15.62962656      -15.50940666        297.74        0.00000000
 681           0.0681    0.12155616      -15.63065218      -15.50909602        301.05        0.00000000
 682           0.0682    0.10428954      -15.63104894      -15.52675940        258.29        0.00000000
 683           0.0683    0.12177465      -15.63038575      -15.50861110        301.60        0.00000000
 684           0.0684    0.11157954      -15.63060363      -15.51902408        276.35        0.00000000
 685           0.0685    0.11504482      -15.63064514      -15.51560032        284.93        0.00000000
 686           0.0686    0.12292236      -15.63041673      -15.50749437        304.44        0.00000000
 687           0.0687    0.12867405      -15.63005890      -15.50138485        318.68        0.00000000
 688           0.0688    0.11368803      -15.63045817      -15.51677014        281.57        0.00000000
 689           0.0689    0.12338315      -15.63097391      -15.50759076        305.58        0.00000000
 690           0.0690    0.13058214      -15.63084629      -15.50026415        323.41        0.00000000
 691           0.0691    0.11626417      -15.63125951      -15.51499534        287.95        0.00000000
 692           0.0692    0.13925277      -15.63115863      -15.49190586        344.88        0.00000000
 693           0.0693    0.12694852      -15.63026678      -15.50331826        314.41        0.00000000
 694           0.0694    0.10762653      -15.62974886      -15.52212233        266.56        0.00000000
 695           0.0695    0.11956683      -15.63000923      -15.51044239        296.13        0.00000000
 696           0.0696    0.10633619      -15.62944129      -15.52310510        263.36        0.00000000
 697           0.0697    0.11236376      -15.62992793      -15.51756417        278.29        0.00000000
 698           0.0698    0.09099336      -15.63010981      -15.53911645        225.36        0.00000000
 699           0.0699    0.11520306      -15.63040067      -15.51519761        285.32        0.00000000
 700           0.0700    0.13264872      -15.63018386      -15.49753515        328.53        0.00000000
 701           0.0701    0.10597258      -15.62991776      -15.52394518        262.46        0.00000000
 702           0.0702    0.12416202      -15.62977833      -15.50561631        307.51        0.00000000
 703           0.0703    0.12203510      -15.62986036      -15.50782526        302.24        0.00000000
 704           0.0704    0.11180396      -15.62951909      -15.51771513        276.90        0.00000000
 705           0.0705    0.14003621      -15.63001496      -15.48997874        346.82        0.00000000
 706           0.0706    0.09332479      -15.63000958      -15.53668479        231.13        0.00000000
 707           0.0707    0.13351966      -15.63000632      -15.49648665        330.68        0.00000000
 708           0.0708    0.13192507      -15.62955129      -15.49762622        326.73        0.00000000
 709           0.0709    0.11785650      -15.62904222      -15.51118571        291.89        0.00000000
 710           0.0710    0.13065233      -15.62971217      -15.49905984        323.58        0.00000000
 711           0.0711    0.14597989      -15.62905404      -15.48307415        361.54        0.00000000
 712           0.0712    0.12637450      -15.62867108      -15.50229658        312.99        0.00000000
 713           0.0713    0.10917680      -15.62921380      -15.52003700        270.39        0.00000000
 714           0.0714    0.12768869      -15.62861315      -15.50092446        316.24        0.00000000
 715           0.0715    0.10217733      -15.62748326      -15.52530593        253.06        0.00000000
 716           0.0716    0.11914865      -15.62803426      -15.50888561        295.09        0.00000000
 717           0.0717    0.11217981      -15.62747165      -15.51529185        277.83        0.00000000
 718           0.0718    0.10338953      -15.62765544      -15.52426591        256.06        0.00000000
 719           0.0719    0.13892726      -15.62740566      -15.48847840        344.08        0.00000000
 720           0.0720    0.11601867      -15.62719854      -15.51117987        287.34        0.00000000
 721           0.0721    0.11916749      -15.62744121      -15.50827372        295.14        0.00000000
 722           0.0722    0.12221614      -15.62710577      -15.50488963        302.69        0.00000000
 723           0.0723    0.12510302      -15.62655950      -15.50145648        309.84        0.00000000
 724           0.0724    0.11538740      -15.62626637      -15.51087898        285.78        0.00000000
 725           0.0725    0.10694466      -15.62626352      -15.51931886        264.87        0.00000000
 726           0.0726    0.12558314      -15.62588270      -15.50029956        311.03        0.00000000
 727           0.0727    0.11773698      -15.62590617      -15.50816919        291.60        0.00000000
 728           0.0728    0.14417935      -15.62590565      -15.48172630        357.08        0.00000000
 729           0.0729    0.10967684      -15.62643029      -15.51675345        271.63        0.00000000
 730           0.0730    0.12872349      -15.62728578      -15.49856229        318.81        0.00000000
 731           0.0731    0.13394136      -15.62678148      -15.49284012        331.73        0.00000000
 732           0.0732    0.13982684      -15.62664800      -15.48682117        346.30        0.00000000
 733           0.0733    0.11966303      -15.62672625      -15.50706323        296.37        0.00000000
 734           0.0734    0.12922276      -15.62716109      -15.49793833        320.04        0.00000000
 735           0.0735    0.10153861      -15.62634791      -15.52480930        251.48        0.00000000
 736           0.0736    0.12871183      -15.62594700      -15.49723517        318.78        0.00000000
 737           0.0737    0.10015160      -15.62655354      -15.52640195        248.04        0.00000000
 738           0.0738    0.09874296      -15.62689632      -15.52815336        244.55        0.00000000
 739           0.0739    0.12751534      -15.62746919      -15.49995386        315.81        0.00000000
 740           0.0740    0.14230573      -15.62832053      -15.48601480        352.44        0.00000000
 741           0.0741    0.11737358      -15.62863918      -15.51126561        290.70        0.00000000
 742           0.0742    0.11966689      -15.62870568      -15.50903879        296.38        0.00000000
 743           0.0743    0.13362497      -15.62886284      -15.49523788        330.94        0.00000000
 744           0.0744    0.12367916      -15.62845186      -15.50477269        306.31        0.00000000
 745           0.0745    0.13881612      -15.62831891      -15.48950279        343.80        0.00000000
 746           0.0746    0.11028181      -15.62841110      -15.51812929        273.13        0.00000000
 747           0.0747    0.10179971      -15.62828802      -15.52648831        252.12        0.00000000
 748           0.0748    0.10982832      -15.62854384      -15.51871552        272.01        0.00000000
 749           0.0749    0.11809446      -15.62871461      -15.51062016        292.48        0.00000000
 750           0.0750    0.12202634      -15.62941478      -15.50738845        302.22        0.00000000
 751           0.0751    0.10997917      -15.62964980      -15.51967063        272.38        0.00000000
 752           0.0752    0.11423776      -15.62928283      -15.51504507        282.93        0.00000000
 753           0.0753    0.11720067      -15.62915782      -15.51195715        290.27        0.00000000
 754           0.0754    0.13744466      -15.62966769      -15.49222303        340.40        0.00000000
 755           0.0755    0.12706523      -15.63020532      -15.50314009        314.70        0.00000000
 756           0.0756    0.11178466      -15.63022095      -15.51843629        276.85        0.00000000
 757           0.0757    0.11772029      -15.63000991      -15.51228962        291.55        0.00000000
 758           0.0758    0.11149553      -15.62968574      -15.51819021        276.14        0.00000000
 759           0.0759    0.11848918      -15.62933909      -15.51084991        293.46        0.00000000
 760           0.0760    0.11355003      -15.62939239      -15.51584236        281.23        0.00000000
 761           0.0761    0.11722445      -15.62971854      -15.51249409        290.33        0.00000000
 762           0.0762    0.11642654      -15.62985742      -15.51343088        288.35        0.00000000
 763           0.0763    0.11330871      -15.62975603      -15.51644732        280.63        0.00000000
 764           0.0764    0.11283982      -15.63006309      -15.51722327        279.47        0.00000000
 765           0.0765    0.15063156      -15.63026497      -15.47963341        373.06        0.00000000
 766           0.0766    0.11963573      -15.63035958      -15.51072386        296.30        0.00000000
 767           0.0767    0.11836869      -15.62996497      -15.51159628        293.16        0.00000000
 768           0.0768    0.13280367      -15.62934689      -15.49654322        328.91        0.00000000
 769           0.0769    0.13826061      -15.62930606      -15.49104545        342.43        0.00000000
 770           0.0770    0.10500710      -15.62963678      -15.52462968        260.07        0.00000000
 771           0.0771    0.11523499      -15.62978030      -15.51454531        285.40        0.00000000
 772           0.0772    0.11826708      -15.62943179      -15.51116471        292.91        0.00000000
 773           0.0773    0.13638487      -15.62947576      -15.49309089        337.78        0.00000000
 774           0.0774    0.12871231      -15.63001965      -15.50130733        318.78        0.00000000
 775           0.0775    0.11027648      -15.63039626      -15.52011978        273.12        0.00000000
 776           0.0776    0.12097890      -15.63047158      -15.50949268        299.62        0.00000000
 777           0.0777    0.12331891      -15.63053217      -15.50721326        305.42        0.00000000
 778           0.0778    0.12092177      -15.63015083      -15.50922907        299.48        0.00000000
 779           0.0779    0.13763560      -15.63009884      -15.49246324        340.88        0.00000000
 780           0.0780    0.11144056      -15.62959210      -15.51815153        276.00        0.00000000
 781           0.0781    0.10643278      -15.63053344      -15.52410066        263.60        0.00000000
 782           0.0782    0.13596675      -15.63056816      -15.49460141        336.74        0.00000000
 783           0.0783    0.11120149      -15.63087529      -15.51967380        275.41        0.00000000
 784           0.0784    0.13364059      -15.63077229      -15.49713171        330.98        0.00000000
 785           0.0785    0.12436215      -15.63094089      -15.50657874        308.00        0.00000000
 786           0.0786    0.11939181      -15.63076031      -15.51136850        295.69        0.00000000
 787           0.0787    0.11367564      -15.63016491      -15.51648927        281.54        0.00000000
 788           0.0788    0.12390475      -15.63055591      -15.50665116        306.87        0.00000000
 789           0.0789    0.10431274      -15.63042656      -15.52611382        258.35        0.00000000
 790           0.0790    0.11615627      -15.63021209      -15.51405582        287.68        0.00000000
 791           0.0791    0.11180785      -15.62967872      -15.51787086        276.91        0.00000000
 792           0.0792    0.12262035      -15.62956318      -15.50694283        303.69        0.00000000
 793           0.0793    0.11751775      -15.62905910      -15.51154135        291.05        0.00000000
 794           0.0794    0.12354809      -15.62927678      -15.50572869        305.99        0.00000000
 795           0.0795    0.10901016      -15.62953878      -15.52052861        269.98        0.00000000
 796           0.0796    0.11380532      -15.63008637      -15.51628105        281.86        0.00000000
 797           0.0797    0.10810556      -15.62973138      -15.52162582        267.74        0.00000000
 798           0.0798    0.11344832      -15.62992093      -15.51647261        280.97        0.00000000
 799           0.0799    0.12743171      -15.62999054      -15.50255883        315.61        0.00000000
 800           0.0800    0.11880076      -15.63001136      -15.51121060        294.23        0.00000000
 801           0.0801    0.11843441      -15.62988547      -15.51145107        293.32        0.00000000
 802           0.0802    0.13271571      -15.62965677      -15.49694106        328.69        0.00000000
 803           0.0803    0.12617667      -15.62991228      -15.50373561        312.50        0.00000000
 804           0.0804    0.11257172      -15.63023144      -15.51765971        278.80        0.00000000
 805           0.0805    0.12232126      -15.63000187      -15.50768061        302.95        0.00000000
 806           0.0806    0.12393189      -15.63001851      -15.50608663        306.94        0.00000000
 807           0.0807    0.10527535      -15.63019418      -15.52491883        260.73        0.00000000
 808           0.0808    0.11815352      -15.63047550      -15.51232198        292.63        0.00000000
 809           0.0809    0.12700935      -15.63084353      -15.50383419        314.56        0.00000000
 810           0.0810    0.12439054      -15.63014018      -15.50574964        308.07        0.00000000
 811           0.0811    0.10262246      -15.62906199      -15.52643953        254.16        0.00000000
 812           0.0812    0.11332929      -15.62864187      -15.51531257        280.68        0.00000000
 813           0.0813    0.13461391      -15.62892445      -15.49431054        333.39        0.00000000
 814           0.0814    0.12145816      -15.62845962      -15.50700146        300.81        0.00000000
 815           0.0815    0.11392505      -15.62834263      -15.51441758        282.15        0.00000000
 816           0.0816    0.12210653      -15.62833024      -15.50622371        302.42        0.00000000
 817           0.0817    0.12880646      -15.62800305      -15.49919659        319.01        0.00000000
 818           0.0818    0.10971981      -15.62761165      -15.51789183        271.74        0.00000000
 819           0.0819    0.11228975      -15.62718202      -15.51489227        278.10        0.00000000
 820           0.0820    0.12794504      -15.62708599      -15.49914094        316.88        0.00000000
 821           0.0821    0.12390997      -15.62796558      -15.50405560        306.88        0.00000000
 822           0.0822    0.10826996      -15.62910783      -15.52083787        268.15        0.00000000
 823           0.0823    0.13047614      -15.62951335      -15.49903722        323.15        0.00000000
 824           0.0824    0.10969884      -15.62968302      -15.51998418        271.69        0.00000000
 825           0.0825    0.11240582      -15.62968380      -15.51727798        278.39        0.00000000
 826           0.0826    0.11979878      -15.62985859      -15.51005981        296.70        0.00000000
 827           0.0827    0.14755201      -15.62971111      -15.48215910        365.44        0.00000000
 828           0.0828    0.13423816      -15.62971318      -15.49547502        332.46        0.00000000
 829           0.0829    0.10200519      -15.63055099      -15.52854580        252.63        0.00000000
 830           0.0830    0.10400576      -15.63179297      -15.52778721        257.59        0.00000000
 831           0.0831    0.12778533      -15.63215236      -15.50436704        316.48        0.00000000
 832           0.0832    0.12069975      -15.63234878      -15.51164903        298.93        0.00000000
 833           0.0833    0.11997870      -15.63257789      -15.51259919        297.15        0.00000000
 834           0.0834    0.11201904      -15.63271828      -15.52069924        277.43        0.00000000
 835           0.0835    0.11905246      -15.63309853      -15.51404607        294.85        0.00000000
 836           0.0836    0.11773044      -15.63328325      -15.51555280        291.58        0.00000000
 837           0.0837    0.11441216      -15.63386956      -15.51945739        283.36        0.00000000
 838           0.0838    0.12411084      -15.63444666      -15.51033581        307.38        0.00000000
 839           0.0839    0.12805419      -15.63396219      -15.50590799        317.15        0.00000000
 840           0.0840    0.11804775      -15.63435529      -15.51630753        292.36        0.00000000
 841           0.0841    0.10954769      -15.63399863      -15.52445094        271.31        0.00000000
 842           0.0842    0.11505788      -15.63436089      -15.51930301        284.96        0.00000000
 843           0.0843    0.12746617      -15.63415402      -15.50668784        315.69        0.00000000
 844           0.0844    0.12297301      -15.63463887      -15.51166586        304.56        0.00000000
 845           0.0845    0.15261193      -15.63518418      -15.48257226        377.97        0.00000000
 846           0.0846    0.13051561      -15.63505935      -15.50454374        323.24        0.00000000
 847           0.0847    0.12612699      -15.63520020      -15.50907320        312.37        0.00000000
 848           0.0848    0.12485005      -15.63523255      -15.51038250        309.21        0.00000000
 849           0.0849    0.12891138      -15.63469834      -15.50578695        319.27        0.00000000
 850           0.0850    0.11352693      -15.63459224      -15.52106530        281.17        0.00000000
 851           0.0851    0.12088065      -15.63470589      -15.51382523        299.38        0.00000000
 852           0.0852    0.12668498      -15.63391601      -15.50723104        313.76        0.00000000
 853           0.0853    0.11787168      -15.63359090      -15.51571922        291.93        0.00000000
 854           0.0854    0.10071232      -15.63353235      -15.53282004        249.43        0.00000000
 855           0.0855    0.11664686      -15.63277569      -15.51612884        288.90        0.00000000
 856           0.0856    0.11729629      -15.63323801      -15.51594172        290.50        0.00000000
 857           0.0857    0.13150350      -15.63384236      -15.50233886        325.69        0.00000000
 858           0.0858    0.11440094      -15.63401425      -15.51961331        283.33        0.00000000
 859           0.0859    0.11540799      -15.63372119      -15.51831320        285.83        0.00000000
 860           0.0860    0.12635943      -15.63402283      -15.50766340        312.95        0.00000000
 861           0.0861    0.11515246      -15.63401241      -15.51885995        285.19        0.00000000
 862           0.0862    0.12184977      -15.63366976      -15.51182000        301.78        0.00000000
 863           0.0863    0.10912233      -15.63329980      -15.52417746        270.26        0.00000000
 864           0.0864    0.10842256      -15.63327027      -15.52484772        268.53        0.00000000
 865           0.0865    0.13718106      -15.63381635      -15.49663529        339.75        0.00000000
 866           0.0866    0.11291784      -15.63415615      -15.52123832        279.66        0.00000000
 867           0.0867    0.10683171      -15.63470677      -15.52787507        264.59        0.00000000
 868           0.0868    0.12891998      -15.63497207      -15.50605209        319.29        0.00000000
 869           0.0869    0.13037610      -15.63502686      -15.50465076        322.90        0.00000000
 870           0.0870    0.12740682      -15.63474966      -15.50734284        315.54        0.00000000
 871           0.0871    0.12790145      -15.63508445      -15.50718300        316.77        0.00000000
 872           0.0872    0.11905956      -15.63455816      -15.51549860        294.87        0.00000000
 873           0.0873    0.14074512      -15.63476839      -15.49402326        348.58        0.00000000
 874           0.0874    0.12630822      -15.63423417      -15.50792595        312.82        0.00000000
 875           0.0875    0.11158621      -15.63469242      -15.52310621        276.36        0.00000000
 876           0.0876    0.11720685      -15.63389613      -15.51668928        290.28        0.00000000
 877           0.0877    0.12528489      -15.63393027      -15.50864538        310.29        0.00000000
 878           0.0878    0.13053453      -15.63409344      -15.50355891        323.29        0.00000000
 879           0.0879    0.11528990      -15.63397874      -15.51868884        285.53        0.00000000
 880           0.0880    0.10672051      -15.63458076      -15.52786025        264.31        0.00000000
 881           0.0881    0.12379794      -15.63463067      -15.51083272        306.61        0.00000000
 882           0.0882    0.10570927      -15.63523474      -15.52952547        261.81        0.00000000
 883           0.0883    0.11866930      -15.63560159      -15.51693229        293.90        0.00000000
 884           0.0884    0.12147682      -15.63595035      -15.51447353        300.86        0.00000000
 885           0.0885    0.13398243      -15.63637936      -15.50239694        331.83        0.00000000
 886           0.0886    0.14074597      -15.63631375      -15.49556778        348.58        0.00000000
 887           0.0887    0.11976569      -15.63648343      -15.51671775        296.62        0.00000000
 888           0.0888    0.11301121      -15.63703485      -15.52402364        279.89        0.00000000
 889           0.0889    0.09566672      -15.63708285      -15.54141614        236.93        0.00000000
 890           0.0890    0.12934014      -15.63675152      -15.50741137        320.33        0.00000000
 891           0.0891    0.11171418      -15.63682565      -15.52511147        276.68        0.00000000
 892           0.0892    0.11624187      -15.63703179      -15.52078992        287.89        0.00000000
 893           0.0893    0.13967130      -15.63697981      -15.49730851        345.92        0.00000000
 894           0.0894    0.12033396      -15.63606041      -15.51572644        298.03        0.00000000
 895           0.0895    0.12747317      -15.63628554      -15.50881237        315.71        0.00000000
 896           0.0896    0.10656960      -15.63607503      -15.52950543        263.94        0.00000000
 897           0.0897    0.13098069      -15.63619501      -15.50521432        324.40        0.00000000
 898           0.0898    0.13895655      -15.63612284      -15.49716629        344.15        0.00000000
 899           0.0899    0.11237481      -15.63615138      -15.52377657        278.31        0.00000000
 900           0.0900    0.10646501      -15.63612131      -15.52965630        263.68        0.00000000
 901           0.0901    0.12605620      -15.63608836      -15.51003216        312.20        0.00000000
 902           0.0902    0.13490271      -15.63657440      -15.50167169        334.11        0.00000000
 903           0.0903    0.11698297      -15.63649323      -15.51951027        289.73        0.00000000
 904           0.0904    0.09167608      -15.63667462      -15.54499855        227.05        0.00000000
 905           0.0905    0.13531128      -15.63677744      -15.50146617        335.12        0.00000000
 906           0.0906    0.13392578      -15.63691295      -15.50298717        331.69        0.00000000
 907           0.0907    0.12239479      -15.63689265      -15.51449787        303.13        0.00000000
 908           0.0908    0.12379476      -15.63692187      -15.51312711        306.60        0.00000000
 909           0.0909    0.12290951      -15.63718325      -15.51427375        304.41        0.00000000
 910           0.0910    0.11777728      -15.63754156      -15.51976428        291.70        0.00000000
 911           0.0911    0.11651522      -15.63725821      -15.52074298        288.57        0.00000000
 912           0.0912    0.12987477      -15.63701204      -15.50713727        321.66        0.00000000
 913           0.0913    0.11522461      -15.63661373      -15.52138913        285.37        0.00000000
