#Step       Time (ps)  Kinetic (Eh)    Potential (Eh)        Total (Eh)     Temp. (K)    Restraint (Eh)
 2938          0.2938    0.10420730      -15.64601779      -15.54181049        258.09        0.00000000
 2939          0.2939    0.12592172      -15.64616870      -15.52024699        311.87        0.00000000
 2940          0.2940    0.12021259      -15.64572547      -15.52551288        297.73        0.00000000
 2941          0.2941    0.11771302      -15.64517569      -15.52746266        291.54        0.00000000
 2942          0.2942    0.11652266      -15.64501863      -15.52849597        288.59        0.00000000
 2943          0.2943    0.12525829      -15.64450664      -15.51924835        310.22        0.00000000
 2944          0.2944    0.12367717      -15.64504907      -15.52137189        306.31        0.00000000
 2945          0.2945    0.11920232      -15.64467110      -15.52546878        295.22        0.00000000
 2946          0.2946    0.13200779      -15.64410727      -15.51209948        326.94        0.00000000
 2947          0.2947    0.10345883      -15.64446894      -15.54101010        256.23        0.00000000
 2948          0.2948    0.14310515      -15.64440814      -15.50130299        354.42        0.00000000
 2949          0.2949    0.11045082      -15.64433234      -15.53388152        273.55        0.00000000
 2950          0.2950    0.12711247      -15.64358517      -15.51647271        314.82        0.00000000
 2951          0.2951    0.10182914      -15.64275525      -15.54092610        252.20        0.00000000
 2952          0.2952    0.10886691      -15.64287850      -15.53401159        269.63        0.00000000
 2953          0.2953    0.11308544      -15.64312634      -15.53004091        280.07        0.00000000
 2954          0.2954    0.11120264      -15.64267070      -15.53146806        275.41        0.00000000
 2955          0.2955    0.12637716      -15.64252322      -15.51614606        312.99        0.00000000
 2956          0.2956    0.13949971      -15.64279276      -15.50329305        345.49        0.00000000
 2957          0.2957    0.13958796      -15.64280899      -15.50322102        345.71        0.00000000
 2958          0.2958    0.12231775      -15.64267118      -15.52035343        302.94        0.00000000
 2959          0.2959    0.12173319      -15.64262999      -15.52089680        301.49        0.00000000
 2960          0.2960    0.10632225      -15.64219867      -15.53587642        263.32        0.00000000
 2961          0.2961    0.11966247      -15.64255700      -15.52289453        296.36        0.00000000
 2962          0.2962    0.10348277      -15.64285037      -15.53936760        256.29        0.00000000
 2963          0.2963    0.11881653      -15.64246727      -15.52365074        294.27        0.00000000
 2964          0.2964    0.14095000      -15.64279460      -15.50184460        349.09        0.00000000
 2965          0.2965    0.11904848      -15.64398513      -15.52493665        294.84        0.00000000
 2966          0.2966    0.11178826      -15.64426002      -15.53247176        276.86        0.00000000
 2967          0.2967    0.11601908      -15.64460957      -15.52859049        287.34        0.00000000
 2968          0.2968    0.11432745      -15.64496778      -15.53064033        283.15        0.00000000
 2969          0.2969    0.12711079      -15.64459119      -15.51748040        314.81        0.00000000
 2970          0.2970    0.12297696      -15.64464575      -15.52166879        304.57        0.00000000
 2971          0.2971    0.12342141      -15.64505845      -15.52163704        305.67        0.00000000
 2972          0.2972    0.13917009      -15.64561123      -15.50644114        344.68        0.00000000
 2973          0.2973    0.11832750      -15.64539105      -15.52706356        293.06        0.00000000
 2974          0.2974    0.13641623      -15.64497898      -15.50856275        337.86        0.00000000
 2975          0.2975    0.12434996      -15.64526046      -15.52091050        307.97        0.00000000
 2976          0.2976    0.10648730      -15.64519678      -15.53870947        263.73        0.00000000
 2977          0.2977    0.10520586      -15.64478851      -15.53958265        260.56        0.00000000
 2978          0.2978    0.12363189      -15.64496083      -15.52132894        306.20        0.00000000
 2979          0.2979    0.11500279      -15.64610829      -15.53110550        284.82        0.00000000
 2980          0.2980    0.14068690      -15.64618135      -15.50549445        348.43        0.00000000
 2981          0.2981    0.11330485      -15.64623750      -15.53293265        280.62        0.00000000
 2982          0.2982    0.11829308      -15.64628205      -15.52798897        292.97        0.00000000
 2983          0.2983    0.09910445      -15.64656271      -15.54745826        245.45        0.00000000
 2984          0.2984    0.12944580      -15.64617614      -15.51673035        320.59        0.00000000
 2985          0.2985    0.11798102      -15.64614204      -15.52816102        292.20        0.00000000
 2986          0.2986    0.12004824      -15.64630582      -15.52625758        297.32        0.00000000
 2987          0.2987    0.11695996      -15.64622122      -15.52926126        289.67        0.00000000
 2988          0.2988    0.11228837      -15.64620141      -15.53391305        278.10        0.00000000
 2989          0.2989    0.13508211      -15.64647015      -15.51138805        334.55        0.00000000
 2990          0.2990    0.11923761      -15.64622096      -15.52698335        295.31        0.00000000
 2991          0.2991    0.13037108      -15.64627530      -15.51590422        322.89        0.00000000
 2992          0.2992    0.11925016      -15.64591229      -15.52666213        295.34        0.00000000
 2993          0.2993    0.11359798      -15.64663461      -15.53303664        281.34        0.00000000
 2994          0.2994    0.11149871      -15.64735215      -15.53585344        276.15        0.00000000
 2995          0.2995    0.13719645      -15.64653264      -15.50933620        339.79        0.00000000
 2996          0.2996    0.13145405      -15.64650300      -15.51504895        325.57        0.00000000
 2997          0.2997    0.13193465      -15.64600171      -15.51406707        326.76        0.00000000
 2998          0.2998    0.12576618      -15.64624759      -15.52048142        311.48        0.00000000
 2999          0.2999    0.11684705      -15.64570374      -15.52885669        289.39        0.00000000
 3000          0.3000    0.10512347      -15.64565972      -15.54053624        260.36        0.00000000
 3001          0.3001    0.11204474      -15.64574828      -15.53370354        277.50        0.00000000
 3002          0.3002    0.14654100      -15.64479626      -15.49825526        362.93        0.00000000
 3003          0.3003    0.11466688      -15.64420858      -15.52954169        283.99        0.00000000
 3004          0.3004    0.12380345      -15.64411955      -15.52031610        306.62        0.00000000
 3005          0.3005    0.10788532      -15.64402048      -15.53613516        267.20        0.00000000
 3006          0.3006    0.13807521      -15.64461515      -15.50653994        341.97        0.00000000
 3007          0.3007    0.13476424      -15.64454144      -15.50977720        333.77        0.00000000
 3008          0.3008    0.13699316      -15.64383747      -15.50684431        339.29        0.00000000
 3009          0.3009    0.13861344      -15.64441805      -15.50580461        343.30        0.00000000
 3010          0.3010    0.09670923      -15.64438927      -15.54768004        239.52        0.00000000
 3011          0.3011    0.10904271      -15.64438641      -15.53534370        270.06        0.00000000
 3012          0.3012    0.11985447      -15.64442795      -15.52457348        296.84        0.00000000
 3013          0.3013    0.12198819      -15.64449351      -15.52250532        302.12        0.00000000
 3014          0.3014    0.11569442      -15.64501825      -15.52932384        286.54        0.00000000
 3015          0.3015    0.12140792      -15.64547373      -15.52406581        300.69        0.00000000
 3016          0.3016    0.12307254      -15.64514388      -15.52207134        304.81        0.00000000
 3017          0.3017    0.12253766      -15.64463635      -15.52209870        303.48        0.00000000
 3018          0.3018    0.11098546      -15.64519409      -15.53420863        274.87        0.00000000
 3019          0.3019    0.11945934      -15.64533765      -15.52587830        295.86        0.00000000
 3020          0.3020    0.13343126      -15.64485647      -15.51142522        330.46        0.00000000
 3021          0.3021    0.11627275      -15.64462718      -15.52835444        287.97        0.00000000
 3022          0.3022    0.11997126      -15.64420531      -15.52423405        297.13        0.00000000
 3023          0.3023    0.10182448      -15.64449111      -15.54266664        252.19        0.00000000
 3024          0.3024    0.11404385      -15.64473762      -15.53069378        282.45        0.00000000
 3025          0.3025    0.11009475      -15.64444207      -15.53434732        272.67        0.00000000
 3026          0.3026    0.11111695      -15.64475525      -15.53363830        275.20        0.00000000
 3027          0.3027    0.12237051      -15.64466797      -15.52229746        303.07        0.00000000
 3028          0.3028    0.11877480      -15.64475576      -15.52598097        294.17        0.00000000
 3029          0.3029    0.12689291      -15.64494492      -15.51805201        314.27        0.00000000
 3030          0.3030    0.12811086      -15.64412723      -15.51601637        317.29        0.00000000
 3031          0.3031    0.12586192      -15.64416959      -15.51830767        311.72        0.00000000
 3032          0.3032    0.10459974      -15.64383471      -15.53923497        259.06        0.00000000
 3033          0.3033    0.11272540      -15.64397319      -15.53124778        279.18        0.00000000
 3034          0.3034    0.12288920      -15.64484047      -15.52195127        304.36        0.00000000
 3035          0.3035    0.10665483      -15.64431655      -15.53766172        264.15        0.00000000
 3036          0.3036    0.12179442      -15.64418345      -15.52238903        301.64        0.00000000
 3037          0.3037    0.13139044      -15.64419506      -15.51280462        325.41        0.00000000
 3038          0.3038    0.13084179      -15.64448399      -15.51364221        324.05        0.00000000
 3039          0.3039    0.12633996      -15.64471498      -15.51837502        312.90        0.00000000
 3040          0.3040    0.12699117      -15.64515796      -15.51816680        314.51        0.00000000
 3041          0.3041    0.13110669      -15.64550102      -15.51439433        324.71        0.00000000
 3042          0.3042    0.12175174      -15.64587332      -15.52412158        301.54        0.00000000
 3043          0.3043    0.15415667      -15.64626333      -15.49210666        381.79        0.00000000
 3044          0.3044    0.12809094      -15.64605938      -15.51796844        317.24        0.00000000
 3045          0.3045    0.11470491      -15.64614660      -15.53144169        284.09        0.00000000
 3046          0.3046    0.12889056      -15.64633579      -15.51744523        319.22        0.00000000
 3047          0.3047    0.09827312      -15.64695704      -15.54868392        243.39        0.00000000
 3048          0.3048    0.11317601      -15.64674869      -15.53357268        280.30        0.00000000
 3049          0.3049    0.12583034      -15.64732073      -15.52149039        311.64        0.00000000
 3050          0.3050    0.11563638      -15.64767676      -15.53204039        286.39        0.00000000
 3051          0.3051    0.12541903      -15.64736937      -15.52195034        310.62        0.00000000
 3052          0.3052    0.11638000      -15.64726040      -15.53088039        288.23        0.00000000
 3053          0.3053    0.11810664      -15.64682777      -15.52872113        292.51        0.00000000
 3054          0.3054    0.11244618      -15.64703712      -15.53459093        278.49        0.00000000
 3055          0.3055    0.10693697      -15.64645506      -15.53951809        264.85        0.00000000
 3056          0.3056    0.09376058      -15.64602455      -15.55226397        232.21        0.00000000
 3057          0.3057    0.10589476      -15.64616934      -15.54027458        262.27        0.00000000
 3058          0.3058    0.12521565      -15.64635236      -15.52113671        310.12        0.00000000
 3059          0.3059    0.13944912      -15.64653200      -15.50708288        345.37        0.00000000
 3060          0.3060    0.11041576      -15.64627788      -15.53586212        273.46        0.00000000
 3061          0.3061    0.12270213      -15.64595443      -15.52325230        303.89        0.00000000
 3062          0.3062    0.12190881      -15.64541621      -15.52350741        301.93        0.00000000
 3063          0.3063    0.12858869      -15.64567617      -15.51708748        318.47        0.00000000
 3064          0.3064    0.11981307      -15.64571934      -15.52590628        296.74        0.00000000
 3065          0.3065    0.11933427      -15.64579765      -15.52646338        295.55        0.00000000
 3066          0.3066    0.10651249      -15.64641971      -15.53990721        263.80        0.00000000
 3067          0.3067    0.12922741      -15.64640255      -15.51717514        320.05        0.00000000
 3068          0.3068    0.14592636      -15.64653127      -15.50060491        361.41        0.00000000
 3069          0.3069    0.11818513      -15.64626886      -15.52808373        292.71        0.00000000
 3070          0.3070    0.13108799      -15.64608911      -15.51500112        324.66        0.00000000
 3071          0.3071    0.11979807      -15.64595809      -15.52616002        296.70        0.00000000
 3072          0.3072    0.14488917      -15.64560868      -15.50071951        358.84        0.00000000
 3073          0.3073    0.12503573      -15.64575258      -15.52071685        309.67        0.00000000
 3074          0.3074    0.12297619      -15.64597163      -15.52299543        304.57        0.00000000
 3075          0.3075    0.12500035      -15.64580031      -15.52079997        309.58        0.00000000
 3076          0.3076    0.12365152      -15.64641119      -15.52275967        306.24        0.00000000
 3077          0.3077    0.11642705      -15.64617251      -15.52974547        288.35        0.00000000
 3078          0.3078    0.11184493      -15.64592312      -15.53407819        277.00        0.00000000
 3079          0.3079    0.11573459      -15.64616823      -15.53043364        286.64        0.00000000
 3080          0.3080    0.12403227      -15.64614141      -15.52210913        307.19        0.00000000
 3081          0.3081    0.11086076      -15.64633882      -15.53547806        274.57        0.00000000
 3082          0.3082    0.12305631      -15.64654429      -15.52348798        304.77        0.00000000
 3083          0.3083    0.12632826      -15.64733392      -15.52100566        312.87        0.00000000
 3084          0.3084    0.09777380      -15.64721046      -15.54943665        242.15        0.00000000
 3085          0.3085    0.11765488      -15.64688231      -15.52922742        291.39        0.00000000
 3086          0.3086    0.12917731      -15.64675931      -15.51758200        319.93        0.00000000
 3087          0.3087    0.13284587      -15.64676856      -15.51392270        329.01        0.00000000
 3088          0.3088    0.10845906      -15.64771153      -15.53925247        268.62        0.00000000
 3089          0.3089    0.12462004      -15.64747204      -15.52285200        308.64        0.00000000
 3090          0.3090    0.13754170      -15.64633835      -15.50879665        340.64        0.00000000
 3091          0.3091    0.12121055      -15.64672781      -15.52551726        300.20        0.00000000
 3092          0.3092    0.13145626      -15.64660103      -15.51514477        325.57        0.00000000
 3093          0.3093    0.12136953      -15.64623385      -15.52486432        300.59        0.00000000
 3094          0.3094    0.13791860      -15.64557953      -15.50766093        341.58        0.00000000
 3095          0.3095    0.11956997      -15.64522762      -15.52565765        296.13        0.00000000
 3096          0.3096    0.11528594      -15.64468572      -15.52939978        285.52        0.00000000
 3097          0.3097    0.13366046      -15.64510907      -15.51144860        331.03        0.00000000
 3098          0.3098    0.13058989      -15.64471608      -15.51412618        323.43        0.00000000
 3099          0.3099    0.11077516      -15.64412203      -15.53334688        274.35        0.00000000
 3100          0.3100    0.13332651      -15.64452639      -15.51119988        330.21        0.00000000
 3101          0.3101    0.11452405      -15.64407497      -15.52955093        283.64        0.00000000
 3102          0.3102    0.11512815      -15.64388720      -15.52875905        285.13        0.00000000
 3103          0.3103    0.11951330      -15.64411736      -15.52460406        295.99        0.00000000
 3104          0.3104    0.14026994      -15.64387201      -15.50360207        347.40        0.00000000
 3105          0.3105    0.11508604      -15.64476556      -15.52967952        285.03        0.00000000
 3106          0.3106    0.13483220      -15.64495099      -15.51011879        333.93        0.00000000
 3107          0.3107    0.12969407      -15.64445736      -15.51476329        321.21        0.00000000
 3108          0.3108    0.12492684      -15.64465056      -15.51972372        309.40        0.00000000
 3109          0.3109    0.11313776      -15.64448047      -15.53134271        280.20        0.00000000
 3110          0.3110    0.11920803      -15.64427873      -15.52507070        295.24        0.00000000
 3111          0.3111    0.10511135      -15.64406374      -15.53895239        260.33        0.00000000
 3112          0.3112    0.13310791      -15.64401639      -15.51090849        329.66        0.00000000
 3113          0.3113    0.13598903      -15.64375636      -15.50776733        336.80        0.00000000
 3114          0.3114    0.11965846      -15.64439121      -15.52473275        296.35        0.00000000
 3115          0.3115    0.10128154      -15.64415403      -15.54287250        250.84        0.00000000
 3116          0.3116    0.13106327      -15.64416316      -15.51309989        324.60        0.00000000
 3117          0.3117    0.12697825      -15.64435416      -15.51737591        314.48        0.00000000
 3118          0.3118    0.11644833      -15.64407983      -15.52763150        288.40        0.00000000
 3119          0.3119    0.11745084      -15.64376288      -15.52631204        290.89        0.00000000
 3120          0.3120    0.13341722      -15.64359009      -15.51017288        330.43        0.00000000
 3121          0.3121    0.10336332      -15.64345381      -15.54009049        256.00        0.00000000
 3122          0.3122    0.14091281      -15.64359746      -15.50268465        348.99        0.00000000
 3123          0.3123    0.12417738      -15.64371891      -15.51954153        307.55        0.00000000
 3124          0.3124    0.12322339      -15.64333590      -15.52011251        305.18        0.00000000
 3125          0.3125    0.13426982      -15.64365991      -15.50939010        332.54        0.00000000
 3126          0.3126    0.14096556      -15.64321234      -15.50224678        349.12        0.00000000
 3127          0.3127    0.14891130      -15.64401440      -15.49510310        368.80        0.00000000
 3128          0.3128    0.10907501      -15.64407172      -15.53499671        270.14        0.00000000
 3129          0.3129    0.12881052      -15.64430232      -15.51549180        319.02        0.00000000
 3130          0.3130    0.12354030      -15.64448335      -15.52094305        305.97        0.00000000
 3131          0.3131    0.12822097      -15.64500488      -15.51678391        317.56        0.00000000
 3132          0.3132    0.12042311      -15.64452727      -15.52410416        298.25        0.00000000
 3133          0.3133    0.13494775      -15.64461487      -15.50966712        334.22        0.00000000
 3134          0.3134    0.12218109      -15.64457876      -15.52239767        302.60        0.00000000
 3135          0.3135    0.10687159      -15.64491606      -15.53804447        264.69        0.00000000
 3136          0.3136    0.11439612      -15.64552042      -15.53112430        283.32        0.00000000
 3137          0.3137    0.09814477      -15.64517350      -15.54702873        243.07        0.00000000
 3138          0.3138    0.11857399      -15.64564757      -15.52707358        293.67        0.00000000
 3139          0.3139    0.12751184      -15.64553189      -15.51802004        315.80        0.00000000
 3140          0.3140    0.13587468      -15.64583985      -15.50996518        336.52        0.00000000
 3141          0.3141    0.13259923      -15.64574283      -15.51314360        328.40        0.00000000
 3142          0.3142    0.14098435      -15.64570995      -15.50472560        349.17        0.00000000
 3143          0.3143    0.12795645      -15.64554673      -15.51759027        316.91        0.00000000
 3144          0.3144    0.13704222      -15.64619708      -15.50915486        339.41        0.00000000
 3145          0.3145    0.12337398      -15.64517240      -15.52179842        305.56        0.00000000
 3146          0.3146    0.09216983      -15.64501833      -15.55284850        228.27        0.00000000
 3147          0.3147    0.13715291      -15.64557882      -15.50842591        339.68        0.00000000
 3148          0.3148    0.12958172      -15.64484094      -15.51525923        320.93        0.00000000
 3149          0.3149    0.10365490      -15.64456708      -15.54091218        256.72        0.00000000
 3150          0.3150    0.12152303      -15.64462618      -15.52310315        300.97        0.00000000
 3151          0.3151    0.10370922      -15.64504638      -15.54133715        256.85        0.00000000
 3152          0.3152    0.11905197      -15.64475861      -15.52570664        294.85        0.00000000
 3153          0.3153    0.12559981      -15.64485196      -15.51925215        311.07        0.00000000
 3154          0.3154    0.12127505      -15.64474183      -15.52346679        300.36        0.00000000
 3155          0.3155    0.14524445      -15.64471307      -15.49946862        359.72        0.00000000
 3156          0.3156    0.11727316      -15.64413924      -15.52686608        290.45        0.00000000
 3157          0.3157    0.11445596      -15.64463202      -15.53017606        283.47        0.00000000
 3158          0.3158    0.10992561      -15.64482681      -15.53490119        272.25        0.00000000
 3159          0.3159    0.10878019      -15.64490169      -15.53612150        269.41        0.00000000
 3160          0.3160    0.13062247      -15.64467380      -15.51405133        323.51        0.00000000
 3161          0.3161    0.11996845      -15.64410673      -15.52413828        297.12        0.00000000
 3162          0.3162    0.10924596      -15.64386342      -15.53461746        270.57        0.00000000
 3163          0.3163    0.13536435      -15.64367056      -15.50830621        335.25        0.00000000
 3164          0.3164    0.10093085      -15.64427111      -15.54334026        249.97        0.00000000
 3165          0.3165    0.11061641      -15.64480536      -15.53418895        273.96        0.00000000
 3166          0.3166    0.11069548      -15.64506915      -15.53437367        274.16        0.00000000
 3167          0.3167    0.10685167      -15.64481257      -15.53796089        264.64        0.00000000
 3168          0.3168    0.12532560      -15.64489445      -15.51956885        310.39        0.00000000
 3169          0.3169    0.11169521      -15.64507018      -15.53337497        276.63        0.00000000
 3170          0.3170    0.11417523      -15.64456673      -15.53039150        282.77        0.00000000
 3171          0.3171    0.13370687      -15.64401452      -15.51030765        331.15        0.00000000
 3172          0.3172    0.11688690      -15.64439764      -15.52751074        289.49        0.00000000
 3173          0.3173    0.11072145      -15.64457770      -15.53385625        274.22        0.00000000
 3174          0.3174    0.11121802      -15.64465488      -15.53343686        275.45        0.00000000
 3175          0.3175    0.12011847      -15.64490270      -15.52478423        297.49        0.00000000
 3176          0.3176    0.11425509      -15.64503871      -15.53078363        282.97        0.00000000
 3177          0.3177    0.10163305      -15.64535433      -15.54372128        251.71        0.00000000
 3178          0.3178    0.12201613      -15.64496447      -15.52294833        302.19        0.00000000
 3179          0.3179    0.14578931      -15.64486028      -15.49907097        361.07        0.00000000
 3180          0.3180    0.12062385      -15.64490993      -15.52428607        298.75        0.00000000
 3181          0.3181    0.11810977      -15.64545782      -15.52734805        292.52        0.00000000
 3182          0.3182    0.13127384      -15.64533151      -15.51405767        325.12        0.00000000
 3183          0.3183    0.12111843      -15.64528051      -15.52416207        299.97        0.00000000
 3184          0.3184    0.13843199      -15.64515272      -15.50672073        342.85        0.00000000
 3185          0.3185    0.12361414      -15.64492080      -15.52130666        306.15        0.00000000
 3186          0.3186    0.11778167      -15.64535897      -15.52757730        291.71        0.00000000
 3187          0.3187    0.13707963      -15.64536335      -15.50828372        339.50        0.00000000
 3188          0.3188    0.12085195      -15.64439515      -15.52354320        299.31        0.00000000
 3189          0.3189    0.11351234      -15.64413418      -15.53062184        281.13        0.00000000
 3190          0.3190    0.12228641      -15.64376282      -15.52147641        302.86        0.00000000
 3191          0.3191    0.12730051      -15.64439204      -15.51709153        315.28        0.00000000
 3192          0.3192    0.12311328      -15.64501658      -15.52190331        304.91        0.00000000
 3193          0.3193    0.10152015      -15.64483670      -15.54331655        251.43        0.00000000
 3194          0.3194    0.11225958      -15.64416786      -15.53190827        278.03        0.00000000
 3195          0.3195    0.12556191      -15.64495571      -15.51939380        310.98        0.00000000
 3196          0.3196    0.13511713      -15.64468064      -15.50956351        334.64        0.00000000
 3197          0.3197    0.10087381      -15.64449038      -15.54361657        249.83        0.00000000
 3198          0.3198    0.12554456      -15.64406889      -15.51852433        310.93        0.00000000
 3199          0.3199    0.12860108      -15.64407697      -15.51547588        318.50        0.00000000
 3200          0.3200    0.13413997      -15.64349952      -15.50935955        332.22        0.00000000
 3201          0.3201    0.11973685      -15.64351180      -15.52377495        296.55        0.00000000
 3202          0.3202    0.10858420      -15.64382096      -15.53523676        268.93        0.00000000
 3203          0.3203    0.13305244      -15.64407843      -15.51102599        329.53        0.00000000
 3204          0.3204    0.13373876      -15.64468305      -15.51094429        331.23        0.00000000
 3205          0.3205    0.11641801      -15.64476909      -15.52835108        288.33        0.00000000
 3206          0.3206    0.11090084      -15.64434213      -15.53344129        274.66        0.00000000
 3207          0.3207    0.11715693      -15.64346529      -15.52630836        290.16        0.00000000
 3208          0.3208    0.15023837      -15.64322077      -15.49298240        372.09        0.00000000
 3209          0.3209    0.10816089      -15.64371804      -15.53555715        267.88        0.00000000
 3210          0.3210    0.11567343      -15.64392806      -15.52825462        286.48        0.00000000
 3211          0.3211    0.13027149      -15.64446528      -15.51419380        322.64        0.00000000
 3212          0.3212    0.11234695      -15.64455328      -15.53220632        278.25        0.00000000
 3213          0.3213    0.12302724      -15.64429951      -15.52127227        304.70        0.00000000
 3214          0.3214    0.12731607      -15.64408647      -15.51677040        315.32        0.00000000
 3215          0.3215    0.12275472      -15.64393761      -15.52118289        304.02        0.00000000
 3216          0.3216    0.11956659      -15.64364966      -15.52408307        296.13        0.00000000
 3217          0.3217    0.10428572      -15.64415204      -15.53986631        258.28        0.00000000
 3218          0.3218    0.14315987      -15.64448936      -15.50132949        354.56        0.00000000
 3219          0.3219    0.12999367      -15.64458926      -15.51459559        321.95        0.00000000
 3220          0.3220    0.11414436      -15.64433547      -15.53019111        282.70        0.00000000
 3221          0.3221    0.12776319      -15.64422981      -15.51646662        316.43        0.00000000
 3222          0.3222    0.13579738      -15.64464483      -15.50884745        336.32        0.00000000
 3223          0.3223    0.12728835      -15.64505778      -15.51776943        315.25        0.00000000
 3224          0.3224    0.13080718      -15.64487249      -15.51406531        323.97        0.00000000
 3225          0.3225    0.12184934      -15.64521886      -15.52336952        301.78        0.00000000
 3226          0.3226    0.13670840      -15.64509701      -15.50838861        338.58        0.00000000
 3227          0.3227    0.09877047      -15.64527423      -15.54650376        244.62        0.00000000
 3228          0.3228    0.13552280      -15.64510236      -15.50957956        335.64        0.00000000
 3229          0.3229    0.13662477      -15.64513292      -15.50850815        338.37        0.00000000
 3230          0.3230    0.12827248      -15.64538850      -15.51711602        317.69        0.00000000
 3231          0.3231    0.12760124      -15.64523571      -15.51763446        316.03        0.00000000
 3232          0.3232    0.12482632      -15.64505221      -15.52022589        309.15        0.00000000
 3233          0.3233    0.11312174      -15.64470373      -15.53158199        280.16        0.00000000
 3234          0.3234    0.11842511      -15.64493354      -15.52650843        293.30        0.00000000
 3235          0.3235    0.11380644      -15.64504373      -15.53123729        281.86        0.00000000
 3236          0.3236    0.12467377      -15.64536524      -15.52069147        308.78        0.00000000
 3237          0.3237    0.10905288      -15.64608477      -15.53703188        270.09        0.00000000
 3238          0.3238    0.12409932      -15.64607106      -15.52197174        307.35        0.00000000
 3239          0.3239    0.10653971      -15.64575666      -15.53921695        263.86        0.00000000
 3240          0.3240    0.11459032      -15.64581140      -15.53122108        283.80        0.00000000
 3241          0.3241    0.12020338      -15.64613854      -15.52593517        297.70        0.00000000
 3242          0.3242    0.11459506      -15.64596055      -15.53136549        283.81        0.00000000
 3243          0.3243    0.10206559      -15.64593421      -15.54386861        252.78        0.00000000
 3244          0.3244    0.14160675      -15.64561231      -15.50400556        350.71        0.00000000
 3245          0.3245    0.14373914      -15.64490209      -15.50116295        355.99        0.00000000
 3246          0.3246    0.11802032      -15.64489453      -15.52687420        292.30        0.00000000
 3247          0.3247    0.10877375      -15.64489546      -15.53612171        269.40        0.00000000
 3248          0.3248    0.11136429      -15.64468096      -15.53331667        275.81        0.00000000
 3249          0.3249    0.10268338      -15.64476850      -15.54208511        254.31        0.00000000
 3250          0.3250    0.12948194      -15.64457673      -15.51509478        320.68        0.00000000
 3251          0.3251    0.13198552      -15.64517496      -15.51318945        326.88        0.00000000
 3252          0.3252    0.12265968      -15.64539571      -15.52273603        303.79        0.00000000
 3253          0.3253    0.12294265      -15.64530188      -15.52235923        304.49        0.00000000
 3254          0.3254    0.12206140      -15.64537796      -15.52331655        302.31        0.00000000
 3255          0.3255    0.11877055      -15.64545321      -15.52668265        294.16        0.00000000
 3256          0.3256    0.12048122      -15.64540510      -15.52492388        298.39        0.00000000
 3257          0.3257    0.10960118      -15.64556543      -15.53596424        271.45        0.00000000
 3258          0.3258    0.12582604      -15.64585844      -15.52003240        311.63        0.00000000
 3259          0.3259    0.11876226      -15.64616008      -15.52739782        294.13        0.00000000
 3260          0.3260    0.14164460      -15.64633457      -15.50468997        350.81        0.00000000
 3261          0.3261    0.12902746      -15.64652652      -15.51749906        319.56        0.00000000
 3262          0.3262    0.11022887      -15.64694555      -15.53671667        273.00        0.00000000
 3263          0.3263    0.12066512      -15.64689140      -15.52622628        298.85        0.00000000
 3264          0.3264    0.13412276      -15.64732651      -15.51320375        332.18        0.00000000
 3265          0.3265    0.12762403      -15.64728884      -15.51966481        316.08        0.00000000
 3266          0.3266    0.10908252      -15.64723738      -15.53815486        270.16        0.00000000
 3267          0.3267    0.11086698      -15.64778079      -15.53691381        274.58        0.00000000
 3268          0.3268    0.11260848      -15.64774828      -15.53513981        278.89        0.00000000
 3269          0.3269    0.14360539      -15.64755552      -15.50395012        355.66        0.00000000
 3270          0.3270    0.11452802      -15.64792043      -15.53339241        283.65        0.00000000
 3271          0.3271    0.11306402      -15.64807898      -15.53501495        280.02        0.00000000
 3272          0.3272    0.10905416      -15.64798042      -15.53892627        270.09        0.00000000
 3273          0.3273    0.11869409      -15.64790238      -15.52920829        293.97        0.00000000
 3274          0.3274    0.11248243      -15.64822735      -15.53574492        278.58        0.00000000
 3275          0.3275    0.12572326      -15.64840021      -15.52267696        311.37        0.00000000
 3276          0.3276    0.12124451      -15.64914143      -15.52789692        300.28        0.00000000
 3277          0.3277    0.12688820      -15.64848054      -15.52159234        314.26        0.00000000
 3278          0.3278    0.13778238      -15.64878094      -15.51099856        341.24        0.00000000
 3279          0.3279    0.10778461      -15.64881193      -15.54102733        266.95        0.00000000
 3280          0.3280    0.11720680      -15.64849991      -15.53129311        290.28        0.00000000
 3281          0.3281    0.11549130      -15.64803794      -15.53254664        286.03        0.00000000
 3282          0.3282    0.10763853      -15.64769507      -15.54005655        266.58        0.00000000
 3283          0.3283    0.13224922      -15.64743011      -15.51518089        327.54        0.00000000
 3284          0.3284    0.12919834      -15.64727746      -15.51807912        319.98        0.00000000
 3285          0.3285    0.13922717      -15.64747223      -15.50824506        344.82        0.00000000
 3286          0.3286    0.12243803      -15.64780979      -15.52537176        303.24        0.00000000
 3287          0.3287    0.11564630      -15.64761866      -15.53197236        286.42        0.00000000
 3288          0.3288    0.10516919      -15.64730440      -15.54213521        260.47        0.00000000
 3289          0.3289    0.10687398      -15.64718306      -15.54030908        264.69        0.00000000
 3290          0.3290    0.10516672      -15.64783059      -15.54266387        260.46        0.00000000
 3291          0.3291    0.13011233      -15.64804888      -15.51793656        322.24        0.00000000
 3292          0.3292    0.10981512      -15.64754778      -15.53773266        271.98        0.00000000
 3293          0.3293    0.13233685      -15.64828028      -15.51594342        327.75        0.00000000
 3294          0.3294    0.11026731      -15.64833305      -15.53806574        273.10        0.00000000
